,id,name,date,price
0,bitcoin,Bitcoin,2022-10-29,20591.2
1,bitcoin,Bitcoin,2022-10-30,20800.7
2,bitcoin,Bitcoin,2022-10-31,20623.9
3,bitcoin,Bitcoin,2022-11-01,20494.6
4,bitcoin,Bitcoin,2022-11-02,20489.6
5,bitcoin,Bitcoin,2022-11-03,20163.0
6,bitcoin,Bitcoin,2022-11-04,20210.9
7,bitcoin,Bitcoin,2022-11-05,21150.3
8,bitcoin,Bitcoin,2022-11-06,21283.0
9,bitcoin,Bitcoin,2022-11-07,20907.0
10,bitcoin,Bitcoin,2022-11-08,20597.8
11,bitcoin,Bitcoin,2022-11-09,18562.4
12,bitcoin,Bitcoin,2022-11-10,15742.4
13,bitcoin,Bitcoin,2022-11-11,17594.9
14,bitcoin,Bitcoin,2022-11-12,17080.2
15,bitcoin,Bitcoin,2022-11-13,16798.0
16,bitcoin,Bitcoin,2022-11-14,16344.3
17,bitcoin,Bitcoin,2022-11-15,16645.8
18,bitcoin,Bitcoin,2022-11-16,16890.5
19,bitcoin,Bitcoin,2022-11-17,16689.4
20,bitcoin,Bitcoin,2022-11-18,16718.4
21,bitcoin,Bitcoin,2022-11-19,16707.0
22,bitcoin,Bitcoin,2022-11-20,16712.7
23,bitcoin,Bitcoin,2022-11-21,16304.1
24,bitcoin,Bitcoin,2022-11-22,15814.3
25,bitcoin,Bitcoin,2022-11-23,16171.6
26,bitcoin,Bitcoin,2022-11-24,16608.0
27,bitcoin,Bitcoin,2022-11-25,16596.0
28,bitcoin,Bitcoin,2022-11-26,16524.4
29,bitcoin,Bitcoin,2022-11-27,16456.2
30,bitcoin,Bitcoin,2022-11-28,16459.2
31,bitcoin,Bitcoin,2022-11-29,16222.2
32,bitcoin,Bitcoin,2022-11-30,16442.0
33,bitcoin,Bitcoin,2022-12-01,17186.5
34,bitcoin,Bitcoin,2022-12-02,16972.7
35,bitcoin,Bitcoin,2022-12-03,17084.9
36,bitcoin,Bitcoin,2022-12-04,16923.4
37,bitcoin,Bitcoin,2022-12-05,17149.9
38,bitcoin,Bitcoin,2022-12-06,16973.4
39,bitcoin,Bitcoin,2022-12-07,17085.6
40,bitcoin,Bitcoin,2022-12-08,16851.3
41,bitcoin,Bitcoin,2022-12-09,17235.0
42,bitcoin,Bitcoin,2022-12-10,17149.8
43,bitcoin,Bitcoin,2022-12-11,17125.4
44,bitcoin,Bitcoin,2022-12-12,17101.0
45,bitcoin,Bitcoin,2022-12-13,17179.6
46,bitcoin,Bitcoin,2022-12-14,17784.2
47,bitcoin,Bitcoin,2022-12-15,17808.7
48,bitcoin,Bitcoin,2022-12-16,17338.4
49,bitcoin,Bitcoin,2022-12-17,16623.8
50,bitcoin,Bitcoin,2022-12-18,16806.5
51,bitcoin,Bitcoin,2022-12-19,16742.8
52,bitcoin,Bitcoin,2022-12-20,16422.6
53,bitcoin,Bitcoin,2022-12-21,16899.3
54,bitcoin,Bitcoin,2022-12-22,16816.9
55,bitcoin,Bitcoin,2022-12-23,16824.8
56,bitcoin,Bitcoin,2022-12-24,16791.5
57,bitcoin,Bitcoin,2022-12-25,16848.6
58,bitcoin,Bitcoin,2022-12-26,16842.2
59,bitcoin,Bitcoin,2022-12-27,16900.1
60,bitcoin,Bitcoin,2022-12-28,16701.8
61,bitcoin,Bitcoin,2022-12-29,16538.9
62,bitcoin,Bitcoin,2022-12-30,16644.4
63,bitcoin,Bitcoin,2022-12-31,16604.0
64,bitcoin,Bitcoin,2023-01-01,16540.7
65,bitcoin,Bitcoin,2023-01-02,16616.0
66,bitcoin,Bitcoin,2023-01-03,16674.3
67,bitcoin,Bitcoin,2023-01-04,16677.6
68,bitcoin,Bitcoin,2023-01-05,16855.2
69,bitcoin,Bitcoin,2023-01-06,16832.1
70,bitcoin,Bitcoin,2023-01-07,16960.2
71,bitcoin,Bitcoin,2023-01-08,16950.9
72,bitcoin,Bitcoin,2023-01-09,17074.6
73,bitcoin,Bitcoin,2023-01-10,17194.9
74,bitcoin,Bitcoin,2023-01-11,17436.9
75,bitcoin,Bitcoin,2023-01-12,17996.8
76,bitcoin,Bitcoin,2023-01-13,18866.8
77,bitcoin,Bitcoin,2023-01-14,19941.8
78,bitcoin,Bitcoin,2023-01-15,21019.2
79,bitcoin,Bitcoin,2023-01-16,20853.2
80,bitcoin,Bitcoin,2023-01-17,21175.3
81,bitcoin,Bitcoin,2023-01-18,21156.8
82,bitcoin,Bitcoin,2023-01-19,20726.8
83,bitcoin,Bitcoin,2023-01-20,21081.7
84,bitcoin,Bitcoin,2023-01-21,22705.8
85,bitcoin,Bitcoin,2023-01-22,22771.0
86,bitcoin,Bitcoin,2023-01-23,22736.7
87,bitcoin,Bitcoin,2023-01-24,22984.9
88,bitcoin,Bitcoin,2023-01-25,22610.0
89,bitcoin,Bitcoin,2023-01-26,23180.4
90,bitcoin,Bitcoin,2023-01-27,23024.7
91,bitcoin,Bitcoin,2023-01-28,23082.9
92,bitcoin,Bitcoin,2023-01-29,23022.2
93,bitcoin,Bitcoin,2023-01-30,23797.5
94,bitcoin,Bitcoin,2023-01-31,22840.4
95,bitcoin,Bitcoin,2023-02-01,23137.3
96,bitcoin,Bitcoin,2023-02-02,23725.2
97,bitcoin,Bitcoin,2023-02-03,23539.7
98,bitcoin,Bitcoin,2023-02-04,23451.6
99,bitcoin,Bitcoin,2023-02-05,23340.3
100,bitcoin,Bitcoin,2023-02-06,22946.3
101,bitcoin,Bitcoin,2023-02-07,22786.5
102,bitcoin,Bitcoin,2023-02-08,23294.9
103,bitcoin,Bitcoin,2023-02-09,22947.5
104,bitcoin,Bitcoin,2023-02-10,21820.9
105,bitcoin,Bitcoin,2023-02-11,21630.1
106,bitcoin,Bitcoin,2023-02-12,21889.4
107,bitcoin,Bitcoin,2023-02-13,21779.9
108,bitcoin,Bitcoin,2023-02-14,21807.8
109,bitcoin,Bitcoin,2023-02-15,22220.1
110,bitcoin,Bitcoin,2023-02-16,24307.9
111,bitcoin,Bitcoin,2023-02-17,23756.9
112,bitcoin,Bitcoin,2023-02-18,24628.8
113,bitcoin,Bitcoin,2023-02-19,24642.8
114,bitcoin,Bitcoin,2023-02-20,24284.5
115,bitcoin,Bitcoin,2023-02-21,24786.7
116,bitcoin,Bitcoin,2023-02-22,24417.4
117,bitcoin,Bitcoin,2023-02-23,24146.1
118,bitcoin,Bitcoin,2023-02-24,23951.1
119,bitcoin,Bitcoin,2023-02-25,23172.3
120,bitcoin,Bitcoin,2023-02-26,23157.0
121,bitcoin,Bitcoin,2023-02-27,23541.1
122,bitcoin,Bitcoin,2023-02-28,23518.1
123,bitcoin,Bitcoin,2023-03-01,23155.5
124,bitcoin,Bitcoin,2023-03-02,23634.3
125,bitcoin,Bitcoin,2023-03-03,23464.3
126,bitcoin,Bitcoin,2023-03-04,22367.4
127,bitcoin,Bitcoin,2023-03-05,22348.3
128,bitcoin,Bitcoin,2023-03-06,22421.9
129,bitcoin,Bitcoin,2023-03-07,22415.1
130,bitcoin,Bitcoin,2023-03-08,22217.2
131,bitcoin,Bitcoin,2023-03-09,21712.7
132,bitcoin,Bitcoin,2023-03-10,20376.3
133,bitcoin,Bitcoin,2023-03-11,20195.2
134,bitcoin,Bitcoin,2023-03-12,20521.6
135,bitcoin,Bitcoin,2023-03-13,22095.7
136,bitcoin,Bitcoin,2023-03-14,24179.0
137,bitcoin,Bitcoin,2023-03-15,24758.8
138,bitcoin,Bitcoin,2023-03-16,24470.9
139,bitcoin,Bitcoin,2023-03-17,25161.3
140,bitcoin,Bitcoin,2023-03-18,27466.7
141,bitcoin,Bitcoin,2023-03-19,27107.8
142,bitcoin,Bitcoin,2023-03-20,28186.8
143,bitcoin,Bitcoin,2023-03-21,27929.2
144,bitcoin,Bitcoin,2023-03-22,28264.2
145,bitcoin,Bitcoin,2023-03-23,27449.3
146,bitcoin,Bitcoin,2023-03-24,28459.7
147,bitcoin,Bitcoin,2023-03-25,27595.5
148,bitcoin,Bitcoin,2023-03-26,27670.2
149,bitcoin,Bitcoin,2023-03-27,28048.5
150,bitcoin,Bitcoin,2023-03-28,27182.3
151,bitcoin,Bitcoin,2023-03-29,27291.3
152,bitcoin,Bitcoin,2023-03-30,28395.0
153,bitcoin,Bitcoin,2023-03-31,28041.1
154,bitcoin,Bitcoin,2023-04-01,28516.8
155,bitcoin,Bitcoin,2023-04-02,28498.9
156,bitcoin,Bitcoin,2023-04-03,28236.5
157,bitcoin,Bitcoin,2023-04-04,27815.4
158,bitcoin,Bitcoin,2023-04-05,28175.3
159,bitcoin,Bitcoin,2023-04-06,28197.2
160,bitcoin,Bitcoin,2023-04-07,28043.0
161,bitcoin,Bitcoin,2023-04-08,27934.4
162,bitcoin,Bitcoin,2023-04-09,27968.1
163,bitcoin,Bitcoin,2023-04-10,28351.2
164,bitcoin,Bitcoin,2023-04-11,29658.0
165,bitcoin,Bitcoin,2023-04-12,30260.9
166,bitcoin,Bitcoin,2023-04-13,29904.1
167,bitcoin,Bitcoin,2023-04-14,30405.0
168,bitcoin,Bitcoin,2023-04-15,30468.4
169,bitcoin,Bitcoin,2023-04-16,30312.2
170,bitcoin,Bitcoin,2023-04-17,30304.8
171,bitcoin,Bitcoin,2023-04-18,29467.5
172,bitcoin,Bitcoin,2023-04-19,30365.9
173,bitcoin,Bitcoin,2023-04-20,28833.2
174,bitcoin,Bitcoin,2023-04-21,28255.6
175,bitcoin,Bitcoin,2023-04-22,27300.2
176,bitcoin,Bitcoin,2023-04-23,27861.6
177,bitcoin,Bitcoin,2023-04-24,27606.6
178,bitcoin,Bitcoin,2023-04-25,27511.6
179,bitcoin,Bitcoin,2023-04-26,28351.2
180,bitcoin,Bitcoin,2023-04-27,28352.2
181,bitcoin,Bitcoin,2023-04-28,29483.5
182,bitcoin,Bitcoin,2023-04-29,29340.0
183,ethereum,Ethereum,2022-10-29,1555.03
184,ethereum,Ethereum,2022-10-30,1619.43
185,ethereum,Ethereum,2022-10-31,1591.05
186,ethereum,Ethereum,2022-11-01,1572.98
187,ethereum,Ethereum,2022-11-02,1580.38
188,ethereum,Ethereum,2022-11-03,1520.64
189,ethereum,Ethereum,2022-11-04,1531.11
190,ethereum,Ethereum,2022-11-05,1644.19
191,ethereum,Ethereum,2022-11-06,1626.81
192,ethereum,Ethereum,2022-11-07,1572.95
193,ethereum,Ethereum,2022-11-08,1569.99
194,ethereum,Ethereum,2022-11-09,1334.29
195,ethereum,Ethereum,2022-11-10,1095.18
196,ethereum,Ethereum,2022-11-11,1301.55
197,ethereum,Ethereum,2022-11-12,1293.91
198,ethereum,Ethereum,2022-11-13,1255.6
199,ethereum,Ethereum,2022-11-14,1223.01
200,ethereum,Ethereum,2022-11-15,1242.0
201,ethereum,Ethereum,2022-11-16,1252.71
202,ethereum,Ethereum,2022-11-17,1217.7
203,ethereum,Ethereum,2022-11-18,1201.79
204,ethereum,Ethereum,2022-11-19,1213.5
205,ethereum,Ethereum,2022-11-20,1218.89
206,ethereum,Ethereum,2022-11-21,1144.25
207,ethereum,Ethereum,2022-11-22,1110.29
208,ethereum,Ethereum,2022-11-23,1135.18
209,ethereum,Ethereum,2022-11-24,1184.46
210,ethereum,Ethereum,2022-11-25,1204.21
211,ethereum,Ethereum,2022-11-26,1198.98
212,ethereum,Ethereum,2022-11-27,1205.66
213,ethereum,Ethereum,2022-11-28,1196.2
214,ethereum,Ethereum,2022-11-29,1170.12
215,ethereum,Ethereum,2022-11-30,1216.94
216,ethereum,Ethereum,2022-12-01,1298.94
217,ethereum,Ethereum,2022-12-02,1276.64
218,ethereum,Ethereum,2022-12-03,1293.95
219,ethereum,Ethereum,2022-12-04,1243.04
220,ethereum,Ethereum,2022-12-05,1282.42
221,ethereum,Ethereum,2022-12-06,1259.76
222,ethereum,Ethereum,2022-12-07,1271.94
223,ethereum,Ethereum,2022-12-08,1233.62
224,ethereum,Ethereum,2022-12-09,1281.21
225,ethereum,Ethereum,2022-12-10,1264.48
226,ethereum,Ethereum,2022-12-11,1264.79
227,ethereum,Ethereum,2022-12-12,1264.32
228,ethereum,Ethereum,2022-12-13,1275.33
229,ethereum,Ethereum,2022-12-14,1319.41
230,ethereum,Ethereum,2022-12-15,1308.4
231,ethereum,Ethereum,2022-12-16,1263.75
232,ethereum,Ethereum,2022-12-17,1165.97
233,ethereum,Ethereum,2022-12-18,1189.43
234,ethereum,Ethereum,2022-12-19,1186.78
235,ethereum,Ethereum,2022-12-20,1166.99
236,ethereum,Ethereum,2022-12-21,1217.89
237,ethereum,Ethereum,2022-12-22,1213.34
238,ethereum,Ethereum,2022-12-23,1217.85
239,ethereum,Ethereum,2022-12-24,1220.7
240,ethereum,Ethereum,2022-12-25,1221.36
241,ethereum,Ethereum,2022-12-26,1219.29
242,ethereum,Ethereum,2022-12-27,1226.25
243,ethereum,Ethereum,2022-12-28,1211.82
244,ethereum,Ethereum,2022-12-29,1188.73
245,ethereum,Ethereum,2022-12-30,1201.54
246,ethereum,Ethereum,2022-12-31,1199.11
247,ethereum,Ethereum,2023-01-01,1196.61
248,ethereum,Ethereum,2023-01-02,1200.66
249,ethereum,Ethereum,2023-01-03,1214.38
250,ethereum,Ethereum,2023-01-04,1214.76
251,ethereum,Ethereum,2023-01-05,1256.44
252,ethereum,Ethereum,2023-01-06,1250.79
253,ethereum,Ethereum,2023-01-07,1270.03
254,ethereum,Ethereum,2023-01-08,1264.84
255,ethereum,Ethereum,2023-01-09,1284.58
256,ethereum,Ethereum,2023-01-10,1321.68
257,ethereum,Ethereum,2023-01-11,1336.02
258,ethereum,Ethereum,2023-01-12,1389.77
259,ethereum,Ethereum,2023-01-13,1417.13
260,ethereum,Ethereum,2023-01-14,1453.38
261,ethereum,Ethereum,2023-01-15,1549.11
262,ethereum,Ethereum,2023-01-16,1551.32
263,ethereum,Ethereum,2023-01-17,1577.73
264,ethereum,Ethereum,2023-01-18,1569.53
265,ethereum,Ethereum,2023-01-19,1516.56
266,ethereum,Ethereum,2023-01-20,1550.51
267,ethereum,Ethereum,2023-01-21,1661.33
268,ethereum,Ethereum,2023-01-22,1625.91
269,ethereum,Ethereum,2023-01-23,1630.84
270,ethereum,Ethereum,2023-01-24,1632.96
271,ethereum,Ethereum,2023-01-25,1557.06
272,ethereum,Ethereum,2023-01-26,1614.68
273,ethereum,Ethereum,2023-01-27,1602.85
274,ethereum,Ethereum,2023-01-28,1598.47
275,ethereum,Ethereum,2023-01-29,1573.06
276,ethereum,Ethereum,2023-01-30,1646.52
277,ethereum,Ethereum,2023-01-31,1568.65
278,ethereum,Ethereum,2023-02-01,1586.54
279,ethereum,Ethereum,2023-02-02,1642.86
280,ethereum,Ethereum,2023-02-03,1648.68
281,ethereum,Ethereum,2023-02-04,1665.43
282,ethereum,Ethereum,2023-02-05,1667.27
283,ethereum,Ethereum,2023-02-06,1631.37
284,ethereum,Ethereum,2023-02-07,1617.14
285,ethereum,Ethereum,2023-02-08,1672.82
286,ethereum,Ethereum,2023-02-09,1651.41
287,ethereum,Ethereum,2023-02-10,1546.38
288,ethereum,Ethereum,2023-02-11,1515.53
289,ethereum,Ethereum,2023-02-12,1541.97
290,ethereum,Ethereum,2023-02-13,1515.33
291,ethereum,Ethereum,2023-02-14,1506.92
292,ethereum,Ethereum,2023-02-15,1556.96
293,ethereum,Ethereum,2023-02-16,1674.86
294,ethereum,Ethereum,2023-02-17,1646.14
295,ethereum,Ethereum,2023-02-18,1697.08
296,ethereum,Ethereum,2023-02-19,1692.52
297,ethereum,Ethereum,2023-02-20,1680.38
298,ethereum,Ethereum,2023-02-21,1700.2
299,ethereum,Ethereum,2023-02-22,1656.58
300,ethereum,Ethereum,2023-02-23,1643.17
301,ethereum,Ethereum,2023-02-24,1651.85
302,ethereum,Ethereum,2023-02-25,1608.1
303,ethereum,Ethereum,2023-02-26,1593.95
304,ethereum,Ethereum,2023-02-27,1640.58
305,ethereum,Ethereum,2023-02-28,1633.98
306,ethereum,Ethereum,2023-03-01,1606.63
307,ethereum,Ethereum,2023-03-02,1663.93
308,ethereum,Ethereum,2023-03-03,1647.66
309,ethereum,Ethereum,2023-03-04,1570.67
310,ethereum,Ethereum,2023-03-05,1568.5
311,ethereum,Ethereum,2023-03-06,1563.23
312,ethereum,Ethereum,2023-03-07,1567.35
313,ethereum,Ethereum,2023-03-08,1563.81
314,ethereum,Ethereum,2023-03-09,1535.26
315,ethereum,Ethereum,2023-03-10,1440.17
316,ethereum,Ethereum,2023-03-11,1429.6
317,ethereum,Ethereum,2023-03-12,1474.4
318,ethereum,Ethereum,2023-03-13,1588.2
319,ethereum,Ethereum,2023-03-14,1678.92
320,ethereum,Ethereum,2023-03-15,1708.3
321,ethereum,Ethereum,2023-03-16,1658.07
322,ethereum,Ethereum,2023-03-17,1679.79
323,ethereum,Ethereum,2023-03-18,1793.3
324,ethereum,Ethereum,2023-03-19,1769.43
325,ethereum,Ethereum,2023-03-20,1801.37
326,ethereum,Ethereum,2023-03-21,1744.44
327,ethereum,Ethereum,2023-03-22,1811.41
328,ethereum,Ethereum,2023-03-23,1747.64
329,ethereum,Ethereum,2023-03-24,1824.96
330,ethereum,Ethereum,2023-03-25,1751.22
331,ethereum,Ethereum,2023-03-26,1753.98
332,ethereum,Ethereum,2023-03-27,1776.87
333,ethereum,Ethereum,2023-03-28,1719.17
334,ethereum,Ethereum,2023-03-29,1776.04
335,ethereum,Ethereum,2023-03-30,1795.54
336,ethereum,Ethereum,2023-03-31,1792.91
337,ethereum,Ethereum,2023-04-01,1824.02
338,ethereum,Ethereum,2023-04-02,1823.0
339,ethereum,Ethereum,2023-04-03,1797.74
340,ethereum,Ethereum,2023-04-04,1810.47
341,ethereum,Ethereum,2023-04-05,1871.33
342,ethereum,Ethereum,2023-04-06,1911.34
343,ethereum,Ethereum,2023-04-07,1872.25
344,ethereum,Ethereum,2023-04-08,1866.66
345,ethereum,Ethereum,2023-04-09,1851.05
346,ethereum,Ethereum,2023-04-10,1859.94
347,ethereum,Ethereum,2023-04-11,1909.88
348,ethereum,Ethereum,2023-04-12,1892.94
349,ethereum,Ethereum,2023-04-13,1920.22
350,ethereum,Ethereum,2023-04-14,2012.79
351,ethereum,Ethereum,2023-04-15,2102.95
352,ethereum,Ethereum,2023-04-16,2093.17
353,ethereum,Ethereum,2023-04-17,2118.6
354,ethereum,Ethereum,2023-04-18,2077.54
355,ethereum,Ethereum,2023-04-19,2103.28
356,ethereum,Ethereum,2023-04-20,1936.43
357,ethereum,Ethereum,2023-04-21,1943.44
358,ethereum,Ethereum,2023-04-22,1850.15
359,ethereum,Ethereum,2023-04-23,1877.54
360,ethereum,Ethereum,2023-04-24,1863.64
361,ethereum,Ethereum,2023-04-25,1842.63
362,ethereum,Ethereum,2023-04-26,1870.57
363,ethereum,Ethereum,2023-04-27,1867.59
364,ethereum,Ethereum,2023-04-28,1910.46
365,ethereum,Ethereum,2023-04-29,1894.43
366,binancecoin,BNB,2022-10-29,297.704
367,binancecoin,BNB,2022-10-30,303.658
368,binancecoin,BNB,2022-10-31,313.601
369,binancecoin,BNB,2022-11-01,326.322
370,binancecoin,BNB,2022-11-02,324.694
371,binancecoin,BNB,2022-11-03,320.261
372,binancecoin,BNB,2022-11-04,329.585
373,binancecoin,BNB,2022-11-05,352.946
374,binancecoin,BNB,2022-11-06,348.704
375,binancecoin,BNB,2022-11-07,340.893
376,binancecoin,BNB,2022-11-08,337.002
377,binancecoin,BNB,2022-11-09,330.699
378,binancecoin,BNB,2022-11-10,264.016
379,binancecoin,BNB,2022-11-11,303.55
380,binancecoin,BNB,2022-11-12,291.05
381,binancecoin,BNB,2022-11-13,281.779
382,binancecoin,BNB,2022-11-14,276.632
383,binancecoin,BNB,2022-11-15,278.404
384,binancecoin,BNB,2022-11-16,277.135
385,binancecoin,BNB,2022-11-17,272.255
386,binancecoin,BNB,2022-11-18,268.15
387,binancecoin,BNB,2022-11-19,274.077
388,binancecoin,BNB,2022-11-20,272.36
389,binancecoin,BNB,2022-11-21,264.403
390,binancecoin,BNB,2022-11-22,254.404
391,binancecoin,BNB,2022-11-23,266.36
392,binancecoin,BNB,2022-11-24,297.753
393,binancecoin,BNB,2022-11-25,300.73
394,binancecoin,BNB,2022-11-26,300.809
395,binancecoin,BNB,2022-11-27,311.245
396,binancecoin,BNB,2022-11-28,307.569
397,binancecoin,BNB,2022-11-29,293.65
398,binancecoin,BNB,2022-11-30,296.413
399,binancecoin,BNB,2022-12-01,301.706
400,binancecoin,BNB,2022-12-02,292.09
401,binancecoin,BNB,2022-12-03,292.771
402,binancecoin,BNB,2022-12-04,291.021
403,binancecoin,BNB,2022-12-05,292.552
404,binancecoin,BNB,2022-12-06,288.589
405,binancecoin,BNB,2022-12-07,290.195
406,binancecoin,BNB,2022-12-08,284.459
407,binancecoin,BNB,2022-12-09,290.52
408,binancecoin,BNB,2022-12-10,286.232
409,binancecoin,BNB,2022-12-11,288.023
410,binancecoin,BNB,2022-12-12,284.487
411,binancecoin,BNB,2022-12-13,276.951
412,binancecoin,BNB,2022-12-14,272.088
413,binancecoin,BNB,2022-12-15,268.279
414,binancecoin,BNB,2022-12-16,257.292
415,binancecoin,BNB,2022-12-17,227.858
416,binancecoin,BNB,2022-12-18,242.828
417,binancecoin,BNB,2022-12-19,251.645
418,binancecoin,BNB,2022-12-20,241.191
419,binancecoin,BNB,2022-12-21,251.676
420,binancecoin,BNB,2022-12-22,245.837
421,binancecoin,BNB,2022-12-23,245.949
422,binancecoin,BNB,2022-12-24,246.22
423,binancecoin,BNB,2022-12-25,244.742
424,binancecoin,BNB,2022-12-26,243.343
425,binancecoin,BNB,2022-12-27,243.751
426,binancecoin,BNB,2022-12-28,246.445
427,binancecoin,BNB,2022-12-29,244.034
428,binancecoin,BNB,2022-12-30,246.451
429,binancecoin,BNB,2022-12-31,245.838
430,binancecoin,BNB,2023-01-01,246.659
431,binancecoin,BNB,2023-01-02,244.065
432,binancecoin,BNB,2023-01-03,245.43
433,binancecoin,BNB,2023-01-04,246.211
434,binancecoin,BNB,2023-01-05,259.128
435,binancecoin,BNB,2023-01-06,256.474
436,binancecoin,BNB,2023-01-07,259.801
437,binancecoin,BNB,2023-01-08,261.319
438,binancecoin,BNB,2023-01-09,273.536
439,binancecoin,BNB,2023-01-10,272.726
440,binancecoin,BNB,2023-01-11,277.099
441,binancecoin,BNB,2023-01-12,285.469
442,binancecoin,BNB,2023-01-13,287.386
443,binancecoin,BNB,2023-01-14,294.144
444,binancecoin,BNB,2023-01-15,305.806
445,binancecoin,BNB,2023-01-16,301.709
446,binancecoin,BNB,2023-01-17,298.897
447,binancecoin,BNB,2023-01-18,300.186
448,binancecoin,BNB,2023-01-19,287.706
449,binancecoin,BNB,2023-01-20,294.75
450,binancecoin,BNB,2023-01-21,304.949
451,binancecoin,BNB,2023-01-22,298.956
452,binancecoin,BNB,2023-01-23,303.168
453,binancecoin,BNB,2023-01-24,306.086
454,binancecoin,BNB,2023-01-25,300.56
455,binancecoin,BNB,2023-01-26,307.087
456,binancecoin,BNB,2023-01-27,304.888
457,binancecoin,BNB,2023-01-28,308.465
458,binancecoin,BNB,2023-01-29,305.948
459,binancecoin,BNB,2023-01-30,317.306
460,binancecoin,BNB,2023-01-31,307.058
461,binancecoin,BNB,2023-02-01,312.512
462,binancecoin,BNB,2023-02-02,317.648
463,binancecoin,BNB,2023-02-03,325.438
464,binancecoin,BNB,2023-02-04,332.276
465,binancecoin,BNB,2023-02-05,330.848
466,binancecoin,BNB,2023-02-06,327.662
467,binancecoin,BNB,2023-02-07,324.971
468,binancecoin,BNB,2023-02-08,333.393
469,binancecoin,BNB,2023-02-09,328.365
470,binancecoin,BNB,2023-02-10,305.75
471,binancecoin,BNB,2023-02-11,305.923
472,binancecoin,BNB,2023-02-12,310.995
473,binancecoin,BNB,2023-02-13,313.549
474,binancecoin,BNB,2023-02-14,293.319
475,binancecoin,BNB,2023-02-15,296.201
476,binancecoin,BNB,2023-02-16,317.254
477,binancecoin,BNB,2023-02-17,306.761
478,binancecoin,BNB,2023-02-18,313.672
479,binancecoin,BNB,2023-02-19,316.208
480,binancecoin,BNB,2023-02-20,311.354
481,binancecoin,BNB,2023-02-21,314.941
482,binancecoin,BNB,2023-02-22,311.076
483,binancecoin,BNB,2023-02-23,312.465
484,binancecoin,BNB,2023-02-24,308.514
485,binancecoin,BNB,2023-02-25,301.83
486,binancecoin,BNB,2023-02-26,302.136
487,binancecoin,BNB,2023-02-27,308.574
488,binancecoin,BNB,2023-02-28,304.56
489,binancecoin,BNB,2023-03-01,301.303
490,binancecoin,BNB,2023-03-02,303.182
491,binancecoin,BNB,2023-03-03,299.821
492,binancecoin,BNB,2023-03-04,290.218
493,binancecoin,BNB,2023-03-05,289.166
494,binancecoin,BNB,2023-03-06,288.62
495,binancecoin,BNB,2023-03-07,288.022
496,binancecoin,BNB,2023-03-08,289.245
497,binancecoin,BNB,2023-03-09,286.687
498,binancecoin,BNB,2023-03-10,277.49
499,binancecoin,BNB,2023-03-11,277.033
500,binancecoin,BNB,2023-03-12,275.737
501,binancecoin,BNB,2023-03-13,289.79
502,binancecoin,BNB,2023-03-14,308.719
503,binancecoin,BNB,2023-03-15,309.576
504,binancecoin,BNB,2023-03-16,307.72
505,binancecoin,BNB,2023-03-17,331.529
506,binancecoin,BNB,2023-03-18,339.764
507,binancecoin,BNB,2023-03-19,333.032
508,binancecoin,BNB,2023-03-20,337.452
509,binancecoin,BNB,2023-03-21,335.595
510,binancecoin,BNB,2023-03-22,336.893
511,binancecoin,BNB,2023-03-23,323.601
